,id,len_description,host_id,host_name,host_response_rate,host_acceptance_rate,host_verifications,neighbourhood_cleansed,latitude,longitude,room_type,bathrooms,bathrooms_text,amenities,price,number_of_reviews
68,3874587,858,10076415,Oksana,100%,99%,"['email', 'phone']",Kortenbos,52.07881,4.30419,Private room,,2.5 shared baths,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Blokzeep body soap"", ""Piano"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Laundromat nearby"", ""Bikes"", ""Refrigerator"", ""Bidet"", ""Iron"", ""Free street parking"", ""Stove"", ""Lockbox"", ""Cleaning products"", ""Washer"", ""Wine glasses"", ""Hair dryer"", ""Freezer"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Shower gel"", ""EV charger"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers"", ""Conditioner""]",$64.00,150
69,4070966,1000,8910686,Geert-Jan,100%,83%,"['email', 'phone', 'work_email']",Scheveningen Badplaats,52.10809,4.27343,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Clothing storage: dresser, wardrobe, and closet"", ""Wifi"", ""Essentials"", ""Cable TV"", ""Oven"", ""Private patio or balcony"", ""Paid parking on premises"", ""Heating"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Refrigerator"", ""Iron"", ""Stove"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Hangers"", ""JVC sound system with aux"", ""Beachfront"", ""Bed linens"", ""First aid kit"", ""Hot water kettle"", ""Host greets you"", ""TV with standard cable"", ""Toaster"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Indoor fireplace"", ""Dining table""]",$128.00,59
70,4201448,1000,13788134,Alexander,75%,17%,"['email', 'phone']",Uilebomen,52.0765,4.32028,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Pioneer Bluetooth sound system"", ""Kitchen"", ""Waterfront"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Babysitter recommendations"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Outdoor dining area"", ""Nespresso machine"", ""Table corner guards"", ""Private patio or balcony"", ""Safe"", ""Cleaning before checkout"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Window guards"", ""Refrigerator"", ""Divers body soap"", ""Iron"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Stove"", ""Diverse shampoo"", ""Beach essentials"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Wine glasses"", ""Divers conditioner"", ""Coffee maker"", ""Stainless steel oven"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""First aid kit"", ""55\"" HDTV with Amazon Prime Video, Chromecast, Netflix, premium cable, standard cable, DVD player"", ""Barbecue utensils"", ""Host greets you"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Outdoor furniture"", ""Toaster"", ""EV charger"", ""Dishwasher"", ""Portable fans"", ""Long term stays allowed"", ""Hangers"", ""Paid parking garage on premises"", ""Dining table"", ""Central heating""]",$83.00,8
71,4228328,605,5704124,Inge & Mirjam,100%,96%,"['email', 'phone']",Vliegeniersbuurt,52.01146,4.35858,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Microwave"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Washer"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers""]",$72.00,147
72,4246416,1000,22035217,Lisa,100%,100%,"['email', 'phone', 'work_email']",Zeeheldenkwartier,52.0798,4.29566,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Fast wifi \u2013 97 Mbps"", ""Cooking basics"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Microwave"", ""Bathtub"", ""Essentials"", ""Private patio or balcony"", ""Nespresso machine"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Iron"", ""Free washer \u2013 In unit"", ""Bosch table top fridge refrigerator"", ""Marantz sound system with aux"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""Coffee maker"", ""Stainless steel oven"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""Shampoo"", ""Hot water kettle"", ""Barbecue utensils"", ""Host greets you"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Body soap"", ""Stainless steel gas stove"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers"", ""Dining table"", ""Central heating""]",$125.00,28
73,4321442,668,22435655,Mirjam & Nico,100%,94%,"['email', 'phone']",Valkenboskwartier,52.0771,4.27775,Private room,,1.5 baths,"[""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Private patio or balcony"", ""Outdoor dining area"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Stove"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""First aid kit"", ""Shampoo"", ""Host greets you"", ""Outdoor furniture"", ""EV charger"", ""Carbon monoxide alarm"", ""Hangers""]",$65.00,111
74,4349954,694,13483532,Lisette,100%,50%,"['email', 'phone']",Waldeck-Zuid,52.05802,4.23111,Entire home/apt,,1.5 baths,"[""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Free street parking"", ""Dryer"", ""Free parking on premises"", ""Stove"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Wine glasses"", ""TV"", ""Coffee maker"", ""Freezer"", ""Beachfront"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Elevator"", ""Shampoo"", ""Shower gel"", ""Baking sheet"", ""Toaster"", ""Dishwasher"", ""Dining table"", ""Long term stays allowed"", ""Mini fridge""]",$95.00,55
75,4374296,577,22435655,Mirjam & Nico,100%,94%,"['email', 'phone']",Valkenboskwartier,52.07715,4.27711,Private room,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Stove"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Host greets you"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Hangers"", ""Children\u2019s books and toys""]",$65.00,139
76,4390885,845,22435655,Mirjam & Nico,100%,94%,"['email', 'phone']",Valkenboskwartier,52.07747,4.27656,Private room,,1.5 baths,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Wifi"", ""Essentials"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Stove"", ""Lock on bedroom door"", ""Coffee maker"", ""Hair dryer"", ""First aid kit"", ""Clothing storage: dresser and wardrobe"", ""Shampoo"", ""Host greets you"", ""Outdoor furniture"", ""EV charger"", ""Carbon monoxide alarm"", ""Hangers"", ""Children\u2019s books and toys""]",$120.00,161
77,4666096,937,24141076,Noah,,100%,"['email', 'phone']",Ockenburgh,52.058102,4.211877,Entire home/apt,,1.5 baths,"[""Dedicated workspace"", ""Fire pit"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Wifi"", ""Essentials"", ""Private patio or balcony"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Dryer"", ""Free parking on premises"", ""Washer"", ""Private entrance"", ""Private garden or backyard"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Shampoo"", ""Outdoor furniture"", ""EV charger"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Indoor fireplace""]",$201.00,3
78,4692892,1000,15969204,Jobien,100%,100%,"['email', 'phone', 'work_email']",Sweelinckplein en omgeving,52.08514,4.28965,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Microwave"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Dryer"", ""Stove"", ""Washer"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Shampoo"", ""Shower gel"", ""Long term stays allowed"", ""Hangers""]",$75.00,126
79,4775830,1000,24630882,Thomas,88%,29%,"['email', 'phone']",Belgisch Park,52.111191,4.287667,Entire home/apt,,2 baths,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Google / Sonos sound system"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Shared patio or balcony"", ""Cooking basics"", ""Bread maker"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Nespresso machine"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Bikes"", ""Iron"", ""Siemens oven"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Lockbox"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Wine glasses"", ""Siemens refrigerator"", ""Coffee maker"", ""Freezer"", ""Private fenced garden or backyard"", ""Bed linens"", ""HDTV"", ""First aid kit"", ""Barbecue utensils"", ""Board games"", ""Toaster"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dishwasher"", ""Hangers"", ""Dining table"", ""Central heating""]",$255.00,1
80,4808721,1000,24766559,Danielle,100%,60%,"['email', 'phone', 'work_email']",Scheveningen Badplaats,52.10765,4.27789,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 234 Mbps"", ""Babysitter recommendations"", ""Extra pillows and blankets"", ""Microwave"", ""Bathtub"", ""Essentials"", ""Private patio or balcony"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Free washer \u2013 In unit"", ""Stove"", ""Coffee maker"", ""Hair dryer"", ""HDTV with premium cable"", ""Beachfront"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""Shower gel"", ""Breakfast"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Cleaning before checkout"", ""Hangers""]",$150.00,163
81,5008777,1000,24220687,Jorplace,,,"['email', 'phone']",Scheveningen Badplaats,52.10553,4.27615,Entire home/apt,,2 baths,"[""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Smoke alarm"", ""Breakfast"", ""TV"", ""Kitchen"", ""Carbon monoxide alarm"", ""Long term stays allowed""]",$66.00,4
82,5156693,1000,9648594,Jasper,80%,75%,"['email', 'phone']",Oud Scheveningen,52.10356,4.2723,Entire home/apt,,1.5 baths,"[""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Oven"", ""Heating"", ""Game console: Xbox 360"", ""Smoke alarm"", ""Laundromat nearby"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Stove"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Wine glasses"", ""TV"", ""Coffee maker"", ""Freezer"", ""Beachfront"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""Board games"", ""Body soap"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$158.00,33
83,5217344,863,12031544,Martin,100%,95%,"['email', 'phone']",Zeeheldenkwartier,52.08223,4.29976,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Nespresso machine"", ""Smoke alarm"", ""Wifi \u2013 26 Mbps"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Paid street parking off premises"", ""Iron"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Liebherr refrigerator"", ""Bed linens"", ""55\"" HDTV with standard cable"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Body soap"", ""Stainless steel gas stove"", ""Toaster"", ""Carbon monoxide alarm"", ""Portable fans"", ""Long term stays allowed"", ""Hangers"", ""Conditioner"", ""Central heating""]",$90.00,200
84,5254112,1000,10690277,Mirjam,100%,80%,"['email', 'phone']",Binckhorst,52.06555,4.34853,Private room,,1 shared bath,"[""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Essentials"", ""Oven"", ""Nespresso machine"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Dryer"", ""Free parking on premises"", ""Stove"", ""Beach essentials"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Backyard"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge""]",$40.00,0
85,5260600,695,26098224,Ebs,100%,89%,"['email', 'phone']",Valkenboskwartier,52.07096,4.27564,Private room,,1.5 shared baths,"[""Hot water"", ""Clothing storage"", ""Dishes and silverware"", ""Kitchen"", ""Shared patio or balcony"", ""Cooking basics"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Rice maker"", ""Essentials"", ""Cable TV"", ""Oven"", ""Paid parking on premises"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Pour-over coffee"", ""Iron"", ""Paid parking off premises"", ""Free street parking"", ""Stove"", ""Cleaning products"", ""Washer"", ""Lock on bedroom door"", ""Ethernet connection"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Hangers"", ""Bed linens"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Body soap"", ""TV with standard cable"", ""Toaster"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dishwasher"", ""Indoor fireplace"", ""Conditioner"", ""Dining table""]",$96.00,57
86,5267799,1000,3356078,Christien,100%,80%,"['email', 'phone']",Sweelinckplein en omgeving,52.08307,4.28331,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Oven"", ""Gas stove"", ""Nespresso machine"", ""Private patio or balcony"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Refrigerator"", ""Iron"", ""Smart lock"", ""Free washer \u2013 In unit"", ""Dryer"", ""Cleaning products"", ""Private entrance"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""HDTV with Netflix, Chromecast, Amazon Prime Video, standard cable"", ""Bed linens"", ""Fire extinguisher"", ""Hot water kettle"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Body soap"", ""Toaster"", ""Dishwasher"", ""Long term stays allowed"", ""Sound system"", ""Hangers"", ""Conditioner"", ""Dining table"", ""Central heating""]",$160.00,6
87,5307470,1000,11930200,Paul,100%,100%,"['email', 'phone']",Zeeheldenkwartier,52.08186,4.29688,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Oven"", ""Heating"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Dryer"", ""Stove"", ""Lockbox"", ""Washer"", ""Private entrance"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Hangers"", ""Patio or balcony"", ""Shampoo"", ""Backyard"", ""EV charger"", ""Dishwasher"", ""Indoor fireplace""]",$127.00,31
88,5432192,294,28177276,Sitla,100%,66%,"['email', 'phone']",Statenkwartier,52.09581,4.28134,Private room,,1 shared bath,"[""Hot water"", ""Bed linens"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Heating"", ""Host greets you"", ""Smoke alarm"", ""Dishes and silverware"", ""Hair dryer"", ""Iron"", ""Hangers""]",$60.00,130
89,5600830,1000,300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Huygenspark,52.07137,4.32465,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$216.00,190
90,5807875,626,30134167,Tekla,,67%,"['email', 'phone']",Vruchtenbuurt,52.06644,4.25153,Entire home/apt,,1 bath,"[""Wifi"", ""Essentials"", ""Cable TV"", ""Washer"", ""Heating"", ""Smoke alarm"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker"", ""Refrigerator"", ""TV with standard cable"", ""Iron"", ""Dryer"", ""Patio or balcony""]",$145.00,20
91,5887183,1000,12697876,Anita,100%,100%,"['email', 'phone']",Bezuidenhout-Midden,52.08074,4.34065,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Crib"", ""Cooking basics"", ""Extra pillows and blankets"", ""Microwave"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Pocket wifi"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Private entrance"", ""Private garden or backyard"", ""Coffee maker"", ""Hair dryer"", ""High chair"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Host greets you"", ""Shower gel"", ""Outlet covers"", ""TV with standard cable"", ""EV charger"", ""Single level home"", ""Long term stays allowed"", ""Hangers"", ""Children\u2019s books and toys""]",$137.00,40
92,5897845,476,12259740,Meike & Erik,100%,91%,"['email', 'phone']",Vlietzoom-West,52.05752,4.34149,Private room,,1 shared bath,"[""Hot water"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Iron"", ""Free street parking"", ""Private sauna"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""High chair"", ""Bed linens"", ""Shampoo"", ""Host greets you"", ""Shower gel"", ""Breakfast"", ""Body soap"", ""Backyard"", ""Long term stays allowed"", ""Hangers"", ""Conditioner"", ""Crib - available upon request""]",$70.00,173
93,5934954,1000,30817406,Niels,100%,72%,"['email', 'phone']",Scheveningen Badplaats,52.10912,4.274,Entire home/apt,,1 bath,"[""Hot water"", ""Clothing storage"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Cooking basics"", ""42\"" HDTV with premium cable, standard cable"", ""Extra pillows and blankets"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Microwave"", ""Gas stove"", ""Nespresso machine"", ""Cleaning before checkout"", ""Smoke alarm"", ""Pocket wifi"", ""Laundromat nearby"", ""Refrigerator"", ""Pour-over coffee"", ""Iron"", ""Paid parking off premises"", ""Cleaning products"", ""Private entrance"", ""Ethernet connection"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Beachfront"", ""Bed linens"", ""Fire extinguisher"", ""Shampoo"", ""Hot water kettle"", ""Host greets you"", ""Shower gel"", ""Board games"", ""Body soap"", ""Toaster"", ""Carbon monoxide alarm"", ""Dining table"", ""Long term stays allowed"", ""Hangers"", ""Conditioner"", ""Mini fridge"", ""Central heating""]",$128.00,95
94,5989288,1000,31096218,Surya,100%,82%,"['email', 'phone']",Bloemenbuurt-Oost,52.073704,4.260596,Entire home/apt,,2 baths,"[""Hot water"", ""Clothing storage"", ""Drying rack for clothing"", ""32\"" HDTV with Chromecast, standard cable, Netflix"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Bathtub"", ""Essentials"", ""Cable TV"", ""Rice maker"", ""Microwave"", ""Oven"", ""Heating"", ""Private patio or balcony"", ""Smoke alarm"", ""Bikes"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Lockbox"", ""Cleaning products"", ""Washer"", ""Private entrance"", ""Wine glasses"", ""Coffee maker"", ""Freezer"", ""Long term stays allowed"", ""Bed linens"", ""Shampoo"", ""Hot water kettle"", ""Shower gel"", ""Body soap"", ""Outdoor furniture"", ""Toaster"", ""Carbon monoxide alarm"", ""Portable fans"", ""Dishwasher"", ""Sound system"", ""Hangers"", ""Dining table""]",$170.00,65
95,6084708,3,25946235,Romano,100%,96%,['phone'],Vlietzoom-West,52.0602425,4.3419709,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""AH body soap"", ""Clothing storage: closet"", ""Extra pillows and blankets"", ""Microwave"", ""Bathtub"", ""Essentials"", ""Private patio or balcony"", ""Nespresso machine"", ""Smoke alarm"", ""Paid street parking off premises"", ""Laundromat nearby"", ""Wifi \u2013 45 Mbps"", ""Refrigerator"", ""Iron"", ""Free street parking"", ""Cleaning products"", ""Private entrance"", ""AH shampoo"", ""Wine glasses"", ""Coffee maker"", ""Stainless steel oven"", ""Hair dryer"", ""Freezer"", ""Bed linens"", ""Hot water kettle"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Ferguson Hill sound system"", ""Free washer \u2013 In building"", ""Portable fans"", ""Long term stays allowed"", ""Hangers"", ""50\"" HDTV with Chromecast"", ""Dining table"", ""Central heating""]",$100.00,10
96,6109720,1000,300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Huygenspark,52.07137,4.32465,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Dishes and silverware"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Oven"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Dryer"", ""Stove"", ""Gym"", ""Washer"", ""Private entrance"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$218.00,94
97,6217039,1000,300966,Elwin,100%,97%,"['email', 'phone', 'work_email']",Huygenspark,52.07137,4.32465,Entire home/apt,,1 bath,"[""Hot water"", ""Dedicated workspace"", ""Air conditioning"", ""Kitchen"", ""Crib"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Microwave"", ""Essentials"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Security cameras on property"", ""Paid parking off premises"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Gym"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Bed linens"", ""Elevator"", ""Shampoo"", ""TV with standard cable"", ""EV charger"", ""Single level home"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Long term stays allowed"", ""Hangers""]",$208.00,73
98,6255393,1000,32494837,Sonja & Stef,100%,100%,"['email', 'phone']",Bomenbuurt,52.07925,4.27088,Entire home/apt,,1 bath,"[""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Cooking basics"", ""Wifi"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Refrigerator"", ""Iron"", ""Stove"", ""TV"", ""Coffee maker"", ""Hair dryer"", ""Hangers"", ""Bed linens"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Indoor fireplace""]",$59.00,697
99,6273534,624,4351060,Nathalie,100%,100%,"['email', 'phone', 'work_email']",Statenkwartier,52.10012,4.27648,Entire home/apt,,1.5 baths,"[""Hot water"", ""Dedicated workspace"", ""Baby safety gates"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Kitchen"", ""Waterfront"", ""Crib"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Piano"", ""Babysitter recommendations"", ""Dove body soap"", ""Clothing storage: wardrobe, closet, and dresser"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Wifi"", ""Outdoor dining area"", ""Essentials"", ""Cable TV"", ""Private patio or balcony"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Pocket wifi"", ""Laundromat nearby"", ""Window guards"", ""Refrigerator"", ""Iron"", ""Paid parking off premises"", ""Free washer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Stove"", ""Cleaning products"", ""Ethernet connection"", ""Wine glasses"", ""Coffee maker"", ""Hair dryer"", ""Freezer"", ""Inventum stainless steel oven"", ""Beachfront"", ""High chair"", ""Bed linens"", ""Free dryer \u2013 In building"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Hot water kettle"", ""Shower gel"", ""Board games"", ""Baking sheet"", ""Outdoor furniture"", ""Backyard"", ""TV with standard cable"", ""EV charger"", ""Carbon monoxide alarm"", ""Portable fans"", ""Baby bath"", ""Dining table"", ""Hangers"", ""Conditioner"", ""Children\u2019s books and toys""]",$225.00,75
